product_id,title,description,price,currency,availability,price_idr
310824974,15 in. x 59 in. Open Louvered Polypropylene Shutters Pair in Peppercorn,"its easy to add a decorative touch to your home with these beautiful louvered shutters from ply gem. inspired by the classic old world and early american style, they capture the rich, natural texture of real wood without the splitting, cracking and peeling. built strong and thick, they're high quality and simple to install. best of all, they're guaranteed to last a lifetime. ply gem shutters feature a tough acrylic coating to protect against sun, wind and rain, and they come in a wide variety of standard heights and widths as well as special order sizes to fit virtually any window. ply gem louvered shutters can be paired with arched tops to accent circle top windows for added height and impact.",67.15,USD,InStock,1074400.0
310916160,1 qt. #350F-7 Wild Mushroom Semi-Gloss Enamel Low Odor Interior Paint & Primer,"behr premium plus interior paint & primer offers exceptional durability and hide with a finish that resists mildew and stains. in addition, you'll enjoy the benefits of a low odor paint. premium plus is highly ranked by independent 3rd party labs and meets leed and greenguard gold requirements.",15.48,USD,InStock,247680.0
318977096,Anthracite Cordless Light Filtering Fabric Cellular Shade 9/16 in. Single Cell 46.5 in. W x 72 in. L,"blindsavenue light filtering cellular shades will save you money on your energy bills. your home stays cooler in the summer and warmer in the winter with our 9/16 in. single cell light filtering cellular shade. blindsavenue neutral tones and popular colors will give you the ability to design your room in style. strong pvc rails will give you the durability that you need. the light filtering fabric will give you complete privacy while letting light to filter into the room. blindsavenue light filtering cellular shades can be ordered to fit any window between 18 in. and 72 in. wide and up to 72 in. tall. blindsavenue light filtering cellular shades with cordless operation allows the shade to stop at any length up to 72 in. tall. for windows less than 48 in. tall order the 48 in. height. for windows between 48 in. tall and 72 in. tall order the 72 in. length, you just simply lower the shade at the desired length. blindsavenue cordless option also means the cellular shades are perfect for child and pet safety. from home offices to living rooms, nurseries to basements, light filtering cellular shades are perfect for any area of your home or office. browse our selection of colors and sizes now. we know that you will find something you love.",62.3,USD,InStock,996800.0
313486617,"SlimGrip 78-Inch Black Aluminum Truck Running Boards, Select Ram 1500 Quad Cab","luverne slimgrip truck running boards combine rugged style and durable construction to make the perfect side step for any truck. they feature powder-coated aluminum construction for long-lasting weather resistance, expanded metal treads for dependable traction and a sleek profile and angular end caps for an aggressive look on your truck. slimgrip running boards are also equipped with the versatrac system for easy customization and each application installs with no drilling required.",418.56,USD,InStock,6696960.0
205778953,6 in. x 28 in. x 28 in. Douglas Fir Balboa Arts and Crafts Rough Sawn Outlooker,"our rustic collection is an instant classic. rustic wood millwork utilizes the technologies of today to build the 'log and timber' wood products that have been in architecture for centuries. because our products are not kiln dried, each item in our rustic collection is 100% unique and will contain the natural variations that the wood species offers. your wood bracket, corbel, rafter tail, will contain unique colors, grains, textures, knots, sapwood and heartwood content and possible sap bleeding and even natural checking, splitting and cracks. these natural variations are what make the rustic collection stand out from the rest. be proud of your project; stand out from the cookie-cutter homes; use the rustic collection family of products.",184.75,USD,InStock,2956000.0
304017784,Espresso Cordless Room Darkening 2.5 in. Premium Faux Wood Blind for Window - 35.5 in. W x 48 in. L,"the 2-1/2 in. cordless premium faux wood blind by home decorators collection brings beauty and style to your home. cordless blinds add a cleaner look and are safer for children and pets. these blinds are designed with 25% larger slats for a greater outside view. specially designed ""no-hole"" slats offer total light and privacy control. the 3 in. decorative crown valance adds a contemporary style to your home and complements any decor. slats are made from heat and moisture resistant material that is energy efficient and will not warp or crack. these blinds are ideally used for bathrooms, kitchens and garages. for maximum light and privacy control, rotate the slats downward to ensure proper closure.",62.66,USD,InStock,1002560.0
205264809,5 gal. #BL-W10 Maui Mist Semi-Gloss Enamel Low Odor Interior Paint & Primer,"behr premium plus interior paint & primer offers exceptional durability and hide with a finish that resists mildew and stains. in addition, you'll enjoy the benefits of a low odor paint. premium plus is highly ranked by independent 3rd party labs and meets leed and greenguard gold requirements.",158.0,USD,InStock,2528000.0
312952720,Eleyn 26 in. Indoor Chrome Remote Controlled Fandelier with Light Kit,"this lighted chrome finished ceiling fan can also call fandelier, unlike the other ceiling fan, the said item carries the 3 abs blade for the fan by the outer 6 light bulbs surrounded by the shiny design that adds brighter illumination.",1035.64,USD,InStock,16570240.000000002
311062347,1 qt. #M400-5 Baby Spinach Satin Enamel Exterior Paint & Primer,"behr premium plus exterior paint & primer is a 100% acrylic, low voc formula designed for a long-lasting finish that resists moisture, fading & stains and provides a mildew and corrosion resistant finish. it delivers exceptional hide and excellent touch-up while also providing comprehensive all-climate protection.",17.98,USD,InStock,287680.0
314075746,10 in. x 4 in. x 16 ft. 3-Sided (U-Beam) Pecky Cypress Burnished Honey Dew Faux Wood Ceiling Beam,"our faux wood beams capture the rustic nature of authentic timber at a fraction of the cost and installation time. these hand-painted, lightweight high-density polyurethane beams are simple to install over a wood block securely attached to a ceiling, wall or doorway. our hand-crafted beams offer a green alternative to hard-to-find real timber, with unmatched authentic wood look. our beams boast deep, detailed wood textures molded from real wood, and our custom finishes offer limitless possibilities, enabling you to choose just the right color and texture for your home. enjoy high-end style, at an affordable cost.",799.96,USD,InStock,12799360.0
313642304,5-Drawer Sandra Cream Storage Chest,"versatile farmhouse style meets a subtle design to round out this five-drawer chest, a clean lined addition to any aesthetic. its scalloped details add a dash of dimension to your decor whether in the master bedroom, kid's room, play area, kitchen, bathroom or laundry room. compact design is suited for empty corners or small-scale spaces alike, so it is truly a go anywhere organizing gem. five equal sized drawers are ready to tuck away clothes, linens or virtually anything you can think of.",263.38,USD,InStock,4214080.0
316373493,Whimsicle Blue Multicolor 2 ft. x 8 ft. Geometric Contemporary Runner Rug,"in true bohemian style, the whimsicle collection boasts an eclectic mix of tribal inspired, geometric, and classic floral motifs. purposefully distressed vintage patinas in neutral, of-the-moment palettes make any whimsicle collection rug a versatile foundation for any style of decor. these expertly crafted low-profile area rugs are machine made of soft polyester for a seamless fit in your living room, bedroom, dining room, or home office. this modern area rug from the whimsicle collection adds a unique touch to your surroundings. an artistically inspired half tone technique in blue and ivory multicolor creates a sophisticated foundation for contemporary styles of decor. machine made of soft polyester with a low profile for a seamless fit under your sofa, dining room table, or near areas that need door clearance.",33.47,USD,InStock,535520.0
314428609,PrimeChime Plus 2 Video Compatible Wired Door Bell Chime Kit with White Stucco Button,"nicor's new primechime plus 2 (prcp2) combines all the popular features of the original primechime plus now with expanded smart home video doorbell compatibility (see compatibility list). the primechime plus 2 features line voltage and low voltage together into a single unit with a built-in transformer. this makes installation clear and simple. the recessed chime hub features a matte white, snap-on faceplate that can be painted for a truly customized look to match your home's interior. the primechime plus 2 can be wired to two separate doorways, each with their own unique chime tone so you always know which door to answer. have more entrances? two units can be linked together to cover additional doorways and provide additional audio coverage in larger homes. this primechime plus 2 kit includes 1 lighted stucco button and 2 standard lighted buttons. additional decorative and stucco buttons are also available in a variety of colors to match your home's exterior. this kit includes mounting hardware, installation instructions, and a 1-year warranty from nicor.",65.79,USD,InStock,1052640.0
313164487,Radiator,"denso is a leading supplier of radiators to oe car makers around the world. denso's oe experience and know-how ensure its products provide unmatched performance, reliability and fitment. radiator performance is essential for proper engine cooling and function. denso's radiator configurations, tanks, fin pitch, core dimensions and materials meet oe manufacturer's rigid standards. all denso radiators pass its strict durability and function tests. as the result, denso radiators deliver reliable performance even under the most demanding conditions.",210.99,USD,InStock,3375840.0
206014950,5-gal. #HDGO64U Classic Ivory Semi-Gloss Latex Exterior Paint,"the glidden 5-gal. semi-gloss latex exterior paint is ideal for application on all exterior siding, trim, doors, shutters and fences. the 100% acrylic latex base resists color fading and other damage caused by uv rays and severe weather conditions. the mildew-resistant coating can be applied in temperatures as low as 35° f, allowing you an extended painting season.",135.0,USD,InStock,2160000.0
316690062,58.25 in. x 67 in. Frameless Pivot Wall Hinged Shower Bath Door,"a glass warehouse frameless shower door can instantly make your bathroom look bigger and brighter, adding a fresh and modern feel yet having the versatility to complement any bathroom style. the gw range of frameless shower doors come with exceptional high quality brass fittings in a variety of beautiful finishes. the added advantage and beauty of a gw glass shower door over our competitors is the 78 in. height. this is the standard height for all our panels, adding unmatched style and extra value to your frameless shower door purchase. gw glass exceeds the american and international standard codes. all gw shower doors are coated with the revolutionary invisible treatment - enduroshield. this treatment repels water, soap scum and grime, helping to reduce cleaning time by up to 90%. glass warehouse is proud to present you quality products which will endure the test of time and we know you will love.",568.29,USD,InStock,9092640.0
204904043,5 gal. #W-B-320 White Corn Extra Durable Satin Enamel Interior Paint & Primer,"behr ultra scuff defense stain-blocking paint and primer* is an interior paint that's too tough to scuff and sets a new standard for paint durability. behr ultra scuff defense features breakthrough innovation to deliver a rich finish that is truly durable enough for high-traffic areas.this lush, versatile sheen creates a pearl-like appearance that's ideal for the walls but also for trim, doors, cabinets and indoor furniture. don't settle or compromise between the look you desire and higher level of durability you require. *a primer coat may be needed on some surfaces. see back label for details.",185.0,USD,InStock,2960000.0
306858564,18 oz. Clear Hand Blown Recycled Glass Water Goblet (Set of 6),"add modern elegance with this hand-blown wine 8 fl. oz. 9 in x 9 in x 9 in glass with amber rim set of 6. this stemware holds 8 oz. of your favorite wine. hand-blown in columbia with recycled windshield glass, each glass with occasionally have bubbles which add character and individuality to each piece! each glass rims and stems are a luscious amber color.",107.95,USD,InStock,1727200.0
302775352,"ONE+ 18V 6 Gal. Cordless Wet/Dry Vacuum (Tool Only) with Hose, Crevice Tool, Floor Nozzle and Extension Wand","ryobi introduces the one+ 6 gal. wet/dry vacuum. now, you can experience the corded performance with cordless convenience. this vacuum has a powerful 80 cfm. the multi-size no-tip wheel design and 360 degree mobility keeps your vacuum balanced when rolling over cords and thresholds. on-board accessory storage conveniently holds your crevice tool, floor nozzle and extension wands, while the hose dock provides a simple solution to storing your hose when not in use. multiple carrying handles allow for easy carrying and the removable top makes emptying dust, debris and liquids quick and mess-free. the compact design allows for space-saving storage when not in use. replacement filters are sold separately with a model number of a32rf01n. best of all, this kit is part of the ryobi one+ system of over 225 cordless tools that all work on the same battery platform. backed by the ryobi 3-year manufacturer's warranty, the one+ 6 gal. wet/dry vacuum includes a 7 ft. x 1-7/8 in. hose, a crevice tool, a floor nozzle, a cartridge style filter, two extension wands, and an operator's manual. battery and charger sold separately.",99.0,USD,InStock,1584000.0
316343048,Ascension by Cap Pannell Country Poster and Print 54 in. x 54 in.,"bring some larger-than-life style into your space with this giant art canvas print. rendered on exquisite, eco-friendly materials with fade resistant archival inks, your bold canvas will makes a dramatic statement in any space. the unique ready to assemble stretching system includes instructions and all the hardware you'll need to display this enormous art print anywhere in your home. the high quality canvas lends the piece a real gallery feel, offering an immense artwork without compromising on quality. note: because of the huge dimensions, prints do not ship pre-assembled. the canvas will arrive rolled up with ready to assemble stretcher bars included. archival light-fade resistant inks. mirror edge over 1.5 in. deep aluminium stretcher bars. includes a patented ready to assemble stretching system and hardware to mount.",343.63,USD,InStock,5498080.0
309693663,1 qt. Bermuda Sand PPG1074-3 Flat Interior Latex Paint,"this glidden exterior latex paint can be tinted to create a durable exterior paint in whatever color you prefer. it has a fade-resistant, 100% acrylic-latex formula that's great for application on exterior siding, brick, masonry and stucco. it offers protection against uv rays, mildew and severe weather conditions.",9.98,USD,InStock,159680.0
310318239,3/4 in. x 5 in. x 10 in. PVC Standard Foster Plinth Block Moulding with Square Edge,"upgrade your trim quickly and easily with professional looking results. use our plinth blocks as a decorative addition to any doorway moulding and casing. used as a transition piece or base block, they are easy to install and create a professional finished look.",7.9,USD,InStock,126400.0
203775447,12 in. Balsam Fir Classic Christmas Fresh Kissing Ball Arrangement : Multiple Ship Weeks Available,"fresh maine balsam fashioned into a hanging ball. decorated with faux holly berries, real pinecones, and a red, hand-tied, weatherproof, velveteen bow, with ribbon tails. the christmas ball comes with a metal looped chain perfect for hanging.",26.98,USD,InStock,431680.0
308219158,1 gal. #N210-6 Swiss Brown Eggshell Enamel Interior Paint & Primer,"love your space like never before with the high-performance formulation of behr marquee interior paint. this advanced stain-blocking paint & primer provides long-lasting beauty with exceptional durability and stain resistance. your walls will stay looking fresh and beautiful year after year – backed by a lifetime limited warranty, see back label for details.  a primer coat may be needed on some surfaces. see back label for details.",45.98,USD,InStock,735680.0
312565925,Double Strawberry' Framed Food Art Print 19 in. x 13 in.,"make any space in your home innovative and unique by adding this modern and contemporary art piece made by real artists. with an overarching pink color and painted texture that will add a dynamic feel to your home decor. this food and beverage wall decor is printed using ultra-premium and fade resistant inks to guarantee high definition and vivid colors. each piece is professionally hand framed in a 1.2 in. white frame and finishes with premium non-glare plexiglass. our wall art is carefully wrapped with a layer of shrink-wrap that protects the surface and then wrapped with heavy-duty bubble wrap, ensuring its safe arrival to its new home. this food and cuisine art print is the perfect finishing touch to your home decor theme.",30.31,USD,InStock,484960.0
301092379,Hercules Lesley Series Contemporary White Leather Chair with Encasing Frame,"your office reception space speaks to who your are as a company and this white leathersoft upholstered chair with encasing frame makes quite a statement. this trendsetting piece features a straight arm design and foam filled, tufted, fixed back and seat cushion for exceptional comfort. leathersoft is leather and polyurethane for added softness and durability. the integrated stainless steel frame and exposed accent bar not only add style, they are rust resistant and will keep up with the rigors of commercial use. make a great impression on your clients, customers, and guests with this innovative contemporary chair. this progressive style seating brings comfort and trend-setting style to your waiting room, reception area or home.",752.36,USD,InStock,12037760.0
202607231,6 in. x 4 in. x 9 in. Alder Arts and Crafts Corbel,"enjoy the warmth and beauty of authentic hand-carved hardwood brackets and corbels. with the proper installation, our wood brackets and corbels can support up to 250lbs, which gives you the flexibility to use in decorative applications or load bearing. available in a variety of wood species, including paint grade, these brackets and corbels are sure to suit any project needs.  they arrive sanded and ready for paint or stain.",45.59,USD,InStock,729440.0
300241519,New White Power Nozzle Designed to Fit All Brands of Vacuums,"new power nozzle designed by gv for all central vacuum units. this is a high end power nozzle with 6 levels of height adjustment, on/off switch, led lights, reset, rubber bumper to protect walls and viewing window so you can keep brush roll clean. the height adjustment allows you to easily transition from any hard floor surface to the thickest carpet. led lights take low amount of power and are long lasting. reset switch ensures longevity of your head by turning the motor off if the head becomes overworked or clogged. fits any central vacuum system that has a 2 round prong cord. fits most systems: beam, electrolux, hayden, nutone, aggressor, airvac, eureka, honeywell, hoover, royal and more. if your power nozzle/head does not have a cord coming out of the back, then this will not fit your current system.",109.99,USD,InStock,1759840.0
318090111,Designer Series Melvern Storm Gray 0.75 in. x 30 in. x 12 in. Melvern Decorative End Panel,"hampton bay designer series decorative end panel is designed to help add a finished look to your kitchen cabinetry. the finish is designed to match your kitchen decor. bring a decorative touch to your kitchen wall cabinet by finishing it with a matching end panel. with hampton bay designer series accessories, you can personalize your space, add designer touches, and personalize your space with affordable custom elements that only look expensive.",54.57,USD,InStock,873120.0
307415528,Quartz Yellow Paper Strippable Roll (Covers 57 sq. ft.),"an amazing retro inspired geometric design that is sure to create that on-trend look. with two intertwining geometric designs in a yellow and grey colorway, it's perfect for a feature wall. ideal for any home and would suit bedrooms, hallways and living rooms.",18.15,USD,InStock,290400.0
204873105,1 gal. #110B-6 Cran Brook Semi-Gloss Enamel Low Odor Interior Paint & Primer,"behr premium plus interior paint & primer offers exceptional durability and hide with a finish that resists mildew and stains. in addition, you'll enjoy the benefits of a low odor paint. premium plus is highly ranked by independent 3rd party labs and meets leed and greenguard gold requirements.",33.98,USD,InStock,543680.0
315865059,"8 in. x 8 in. x 5 ft. Rough Cedar Faux Wood Beam Fireplace Mantel, Burnished Pine","our faux wood mantels capture the rustic nature of authentic beams at a fraction of the cost and installation time. these hand-painted, lightweight composite mantels are simple to install over a wood block securely attached to studs in any fireplace or wall. you can also use them as a functional piece of art or a beautiful floating shelf.",496.25,USD,InStock,7940000.0
309131077,"24 in. x 30 in. ""Bright Colored Painting Girls Reading at the Beach"" by Patti Mollica Framed Wall Art","first came wood, then came canvas, and now we introduce our 'framed giclee textured wall art. we start with a giclee lithograph mounted on wood, and finish it with a texturized brush stroke finish. we didn't stop there though as we fit it within a 1.5 in. thick ebony wood grain frame to add depth and dimension. ready to hang.",73.91,USD,InStock,1182560.0
308669798,24 in. x 24 in. x 1/8 in. Thick Acrylic Orange 2119 Sheet,"falken design acrylic has many benefiting characteristics like glossy surface, weather resistance, sturdy, durable, light weight, thermoplastic and innovative. acrylic is lighter and stronger alternative to glass. it is easier to fabricate than glass. it is suitable for a wide range of products: sign boards, lighting, aquarium, shades, furniture.",28.79,USD,InStock,460640.0
310098813,Mini 1-Light Antique Bronze Indoor/Outdoor Lamp/Lantern Wall Mount/Wall Sconce with Clear Cylindrical Glass,"this indoor or outdoor antique bronze lamp/lantern wall mount or wall sconce features clear cylindrical glass. enjoy this piece's sleek, modern design. perfect for many indoor or outdoor areas. enjoy rain or shine conveniently suitable for wet locations. beautifully finished in a sophisticated antique bronze.",99.0,USD,InStock,1584000.0
303500856,Belmore 30.25 in. to 31.25 in. x 72 in. Frameless Hinged Shower Door in Chrome,"the belmore frameless hinged shower door provides universal sophistication and quality craftsmanship to your bathroom's decor. available in a vast array of sizes, the belmore is designed to meet the solution of uneven walls with its inline wall channel providing up to 1 in. out-of-plumb adjustment. the belmore comes ready to install and will breathe new life into your existing bathroom's interior. its starcast by enduroshield coated premium clear 3/8 in. tempered safety glass; tested and certified to ansi z97.1 standard, hardware constructed of durable stainless steel and leak-seal edge strips make the belmore a smart, stylish solution to your existing alcove. a perfect door with a perfect fit, only from aston. shower base not available.",584.95,USD,InStock,9359200.0
303600565,ZTE Maven 2/ Avid Trio Air Cushion Case in Clear,"the reiko refined air cushion case are designed into a streamline, one-piece construction. made from two formidable materials molded together for dependable shock-absorption, unique, sleek design with raised edges forms the ultimate slim protection and keeps the features of your device accessible at all times. ultra flexible back panel with air cushion absorbs and dissipates all impact force, preserving the natural beauty of your device. pocket ready, designed in new york. this case is for zte maven 2/ avid trio.",15.37,USD,InStock,245920.0
204799154,1 in. x 3/4 in. NPT x MPT 1-1/4 in. Galvanized Steel Pipe x 3 ft. Bury Y2 Auto Drain Backflow Protected Yard Hydrant,"the woodford model y2 (orange head) 1 in. npt variable-flow yard hydrant is immediate-flowing, even in sub-zero conditions, and is made in the usa. includes a nidel model 50hf double-check backflow preventer. the adjustable linkage provides easy and positive adjustment of the lever lock tension. a rod guide eliminates side pull on the rod, reducing wear on the packing, packing nut and the stem. the one piece variable-flow plunger and the large cushion type seal for long life, assuring shut-off, even when foreign particles are present in the water line. the flow finder and lock automatically sets the same flow each time or can be locked against accidental opening. and the y2 automatically drains when shut-off.",270.62,USD,InStock,4329920.0
314272288,Fluted Square 3 in. (76 mm) Champagne Bronze Drawer Pull,"the fluted square collection from liberty brings a dynamic movement to your cabinetry with its subtle texturing. the fluting details are complimented by the classic champagne bronze tone adding flair and balance to your kitchen or bathroom. update your cabinetry easily by adding the fluted square collection, square cabinet knob, elongated t knob and additional pull lengths available as well.",6.15,USD,InStock,98400.0
311927965,Flat Cloth 47 in. x 23 in. x 1 in. Cosmopolitan Full Set Seat Covers,"protect your car seats and preserve their lifespan with these beautifully designed covers. striped panels frame the center of our super soft fabric to upgrade the look of your interior while keeping things simple and uncluttered. 3 mm of breathable foam padding keeps you cool and comfortable, even on the hottest summer days. comes with a bonus silicone dash mat in black.",40.77,USD,InStock,652320.0
310940511,1 qt. #640A-1 Soft Iris Flat Exterior Paint & Primer,"behr premium plus exterior paint & primer is a 100% acrylic, low voc formula designed for a long-lasting finish that resists moisture, fading & stains and provides a mildew and corrosion resistant finish. it delivers exceptional hide and excellent touch-up while also providing comprehensive all-climate protection.",16.98,USD,InStock,271680.0
314383698,4 ft. x 144 ft. Grey Privacy Fence Screen HDPE Mesh Windscreen with Reinforced Grommets for Garden Fence (Custom Size),"tired of your neighbor's dog barking at your kids or your neighbor spying on you. protect your privacy with colourtree privacy fence screens, built with care and made of 170 gsm 100% non-recycled high-density polyethylene (hdpe), reinforced stitched edges with black bindings and durable anti-rust brass grommets. our fence screens are proven to hold up strong through wind, sun and rain while providing 90% visibility and 93% uv blockage. installation is simple with zip ties and a generous amount of grommets to keep a tight fit. our wide variety of colors and sizes are ideal for both residential and industrial fences, providing style and privacy to your backyard, patio, tennis court, pool, construction project, park, etc.",241.41,USD,InStock,3862560.0
315143732,Irenea Tan/Ivory 7 ft. 10 in. x 11 ft. 1 in. Medallion Area Rug,"inspired by the vintage perfection of sun-bathed turkish designs, the myriad collection is warm and inviting with faded yet moody hues. the irenea rug boasts an elegantly distressed, ornate medallion in tones of tan, ivory, pink, and blue with ivory fringe trim for added texture and antique allure. this power-loomed rug features a plush and durable blend of polyester and polypropylene, lending the ideal accent to high-traffic spaces.",670.0,USD,InStock,10720000.0
314565295,8 oz. #P140-7 No More Drama Satin Enamel Interior/Exterior Paint & Primer Color Sample,"the behr premium plus 8 oz. interior/exterior paint sample lets you try a color before you buy it. this sample is 100% acrylic latex paint that provides a long-lasting, tough finish. for a true idea of whole-room coverage this sample can be tested on almost any interior or exterior surface and covers up to 16 sq. ft.",3.98,USD,InStock,63680.0
318992795,"36 in. x 84 in. Dark Brown Painted Wood Sliding Door with Hardware Kit, Pre-Drilled Ready to Assemble","the akicon wood barn door combination contains everything needed to transform any doorway to a stylish transition between spaces, the rustic steel hardware and pine barn door are the intersections of style and functionality, perfect for bedrooms, kitchens, office, dining rooms and many more settings, we proudly make akicon barn doors and offer the most popular american farmhouse styles and many size options. it's easy to assemble paneled wood stained barn door takes minutes to put together. akicon barn doors are designed to be easy do-it-yourself projects, so customers can build one of a kind barn door at a budget-friendly price. you are not only buying a barn door from us but also bringing home a piece of natural artwork.",429.99,USD,InStock,6879840.0
314298512,Avalon Towel Ring in Tuscan Bronze,"time honored qualities such as elegance, tradition and symmetry have been gracefully reflected in the avalon bath collection. with smooth and sleek curves reminiscent of a seaside escape, it's no wonder the avalon collection is the perfect complement to any bath. we've made coordinating the look of your entire home as easy as asking for the avalon collection.",40.99,USD,InStock,655840.0
303846447,57-Piece Gold Border Porcelain Dinnerware Set,"entertaining is made easy with this complete dining set in one box. this dinnerware set from lorren home trends is made of fine and durable porcelain, complete with serving pieces. elegant and attractive dinnerware set, perfect for everyday use or a holiday gathering. this set features an elegant and modern cris cross gold design border. set includes: 8-10.5 in. dinner plates, 8-8.5 in. soup bowl, 8-7.5 in. salad/bread and butter dishes, 8-8 oz. cups, 8-saucers, 8-5.5 in. fruit or dessert bowls, 1-14 in. oval platter, 1-9 in. serving bowl, 1-salt and pepper set, 1-teapot with lid, 1-creamer and 1-sugar bowl with lid. dishwasher safe dinnerware.",175.22,USD,InStock,2803520.0
315714666,1/2 in. Drive 1-1/4 in. Deep 6-Point Impact Socket,husky 1/2 in. drive impact sockets are manufactured from chrome molybdenum alloy steel and designed to withstand rigors of heavy-duty use. size markings have been hard stamped into the sockets for quick and easy identification that will never wear away. each socket features chamfered lead-ins on both ends allowing for easy attachment to drive tools and placement onto fasteners.,9.97,USD,InStock,159520.0
311033905,1 qt. #MQ2-4 Butterscotch Amber Extra Durable Satin Enamel Interior Paint & Primer,"behr ultra scuff defense stain-blocking paint and primer* is an interior paint that's too tough to scuff and sets a new standard for paint durability. behr ultra scuff defense features breakthrough innovation to deliver a rich finish that is truly durable enough for high-traffic areas.this lush, versatile sheen creates a pearl-like appearance that's ideal for the walls but also for trim, doors, cabinets and indoor furniture. don't settle or compromise between the look you desire and higher level of durability you require. *a primer coat may be needed on some surfaces. see back label for details.",17.48,USD,InStock,279680.0
206911445,1 gal. #HDGV43U Ice Mist Eggshell Interior Paint with Primer,"glidden premium eggshell interior paint with primer offers exceptional value and a quality finish that helps beautify your bedrooms, hallways, home offices and family rooms. glidden premium is a zero voc, low odor paint with primer that features good hide and coverage, a scrubbable and washable coating and a thick, easy to apply formula - all backed by a lifetime guarantee. glidden premium provides a mildew resistant coating that can be tinted into more than 1,100 glidden colors and is formulated for lasting results, often for less than other leading brands. for more than 140-years, painters have trusted glidden and glidden paints to help them achieve smart, beautiful results and glidden premium delivers on this tradition with a durable finish at an exceptional value. colorants added to this base paint may increase voc level significantly depending on color choice.",20.98,USD,InStock,335680.0
318376724,Maddie 5-Piece Gray Plaid Cotton King Comforter Set By Makers Collective,bring a cozy casual vibe to your room with the maddie comforter. this print is a modern take on buffalo check with texture. this comfortable cotton fabric is crafted with tucks to add some texture and style. this bedding set in complete with two matching decorative pillows. the square pillow is a grey heathered soft chenille. the oblong pillow is ecru cotton with stripes of embroidery.,119.99,USD,InStock,1919840.0
