news_title,author,article,news_created,scrapped_at,image
Tol Cimanggis-Cibitung Diskon 10 Persen Saat Arus Mudik-Balik Nataru,CNN Indonesia,"PT Cimanggis Cibitung Tollways (CCT) akan memberikan potongan tarif tol sebesar 10 persen di ruas Jalan Tol Cimanggis-Cibitung selama periode arus mudik dan balik Natal 2024 dan Tahun Baru 2025 (Nataru).
Direktur Utama CCT Indar Barung selaku mengungkapkan potongan tarif tol 10 persen diberikan bagi pengguna jalan yang melakukan perjalanan menerus dari arah Gerbang Tol Jatikarya Utama menuju Cibitung arah Cikampek maupun sebaliknya.

""Potongan tarif tol 10 persen mulai diberlakukan tanggal 25 Desember 2024 pukul 06.00 WIB s.d. 27 Desember 2024 pukul 06.00 WIB, dan tanggal 1 Januari 2025 pukul 06.00 WIB s.d. 2 Januari 2025 pukul 06.00 WIB. Potongan tarif tol ini berlaku untuk semua jenis dan golongan kendaraan"" ujar Indar dalam keterangan resmi, Senin (23/12).
Rincian potongan tarif tol 10 persen untuk perjalanan menerus arus mudik dari Gerbang Tol Jatikarya Utama menuju Gerbang Tol Cibitung 6 arah Cikampek dan arus balik dari Gerbang Tol Cibitung 5 arah Cikampek menuju Gerbang Tol Jatikarya Utama sebagai berikut:

- Kendaraan Golongan I: Semula Rp48.500 menjadi Rp43.650- Kendaraan Golongan II dan III: Semula Rp72.500 menjadi Rp65.350- Kendaraan Golongan IV dan V: Semula Rp97.000 menjadi Rp87.300


Indar menambahkan pemberian potongan tarif tol 10 persen tersebut selain untuk mendukung kelancaran lalu lintas, hal ini juga diharapkan dapat meringankan beban biaya perjalanan masyarakat yang akan merayakan Natal di kampung halaman dan juga melakukan perjalanan wisata pada Libur Tahun Baru.
""Tidak lupa kami selalu mengimbau kepada masyarakat untuk selalu berhati-hati saat berkendara, pastikan saldo kartu elektronik tercukupi, dan ikuti petunjuk rambu dan arahan petugas di lapangan"" tutupnya.
[Gambas:Video CNN]","Senin, 23 Des 2024 20:37 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2024/07/31/tol-cimanggis-cibitung-seksi-2b-yang-akan-segera-bertarif-pada-2-agustus-2024-pukul-0000-wib-1_169.jpeg?w=650&q=90
Kans Final Ideal Musuh Bebuyutan Vietnam vs Thailand di Piala AFF,CNN Indonesia,"Final ideal Piala AFF 2024 antara musuh bebuyutan Vietnam dan Thailand berpotensi terjadi pada awal tahun 2025.
Thailand dan Vietnam sama-sama jadi juara fase grup. Thailand juara Grup A dengan sempurna, menang empat kali. Adapun Vietnam juara Grup B dengan sekali imbang dan tiga kalo menang.
Dari empat pertandingan, tim Gajah Perang menceploskan 18 gol dan hanya empat kali kebobolan. Pada saat yang sama Vietnam mencetak 11 gol dan dua kali kemasukan.

Skuad kedua tim juga paling menjanjikan. The Golden Stars diperkuat mayoritas pemain senior, sedangkan Thailand tampil dengan kombinasi pemain senior dan muda.
Lawan yang akan dihadapi Vietnam dan Thailand juga sepintas kurang menjanjikan. Sebagai semifinalis yang lolos dengan status runner up grup, Singapura dan Filipina tak diunggulkan.
Singapura yang akan dihadapi Vietnam, hanya mencetak tujuh gol dan lima kali kebobolan. Pertahanan tim asuhan Tsutomu Ogura ini sama sekali tak menjanjikan.
Stamina pemain Singapura juga terlihat payah. Buktinya Thailand bisa mencetak empat gol pada babak kedua setelah sempat tertinggal 0-2 di babak pertama dalam laga fase grup.


Sementara Filipina lolos ke semifinal dengan keberuntungan. The Azkals melaju ke sistem gugur setelah unggul 1-0 atas Indonesia lewat gol penalti dan lawan main 10 orang.
Saat menang lawan Indonesia, permainan Filipina tak menjanjikan. Meski Filipina unggul pemain, Indonesia tetap mendominasi. Ini membuat Thailand diunggulkan.
Dari segi hiburan, final antara Vietnam kontra Thailand juga dinanti. Pasalnya kedua tim punya rivalitas yang panjang di Asia Tenggara, sama seperti Indonesia versus Malaysia.

[Gambas:Video CNN]","Senin, 23 Des 2024 20:33 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2023/12/08/ekanit-panya_169.jpeg?w=650&q=90
BI Temukan Uang Palsu Saat Sosialiasi Rupiah Asli di Pasar Gowa,CNN Indonesia,"Bank Indonesia (BI) melakukan sosialisasi ke pedagang pasar tradisional Sungguminasa, Kabupaten Gowa, Sulawesi Selatan, setelah 17 tersangka jaringan uang palsu di kampus Universitas Islam Negeri (UIN) Alauddin Makassar tertangkap.
Pada saat sosialisasi tersebut berlangsung, salah satu pedagang bernama Nunu menemukan satu lembar uang pecahan 100 ribu.
Menurut Nunu, uang tersebut diterima saat melakukan transaksi dengan seorang pembeli sehari sebelumnya.
""Iya, itu uang saya terima dari teman, yang kebetulan pembeli. Setelah saya minta cek, katanya palsu dan mau diambil (sita),"" kata Nunu, Senin (23/12).

Pihak BI langsung melakukan pemeriksaan dan membandingkan dengan uang asli hingga akhirnya diketahui uang dari pedagang itu ternyata uang palsu.
""Bahkan ada pedagang yang minta diklarifikasi uangnya, dan ternyata uang tersebut palsu, dan diragukan keasliannya. Kalau memang dilihat warnanya agak buram dan tidak menyerupai yang asli rupiah, sebenarnya metode dilihat saja sudah kentara uang tersebut adalah palsu,"" kata Administrator Perkasa Bank Indonesia Muslimin.


Kemudian, pihak BI menunjukkan cara membedakan antara uang asli. Selain dengan metode diraba, dilihat dan diterawang, saat uang tersebut dimiringkan maka akan muncul warna yang berbeda.
""Hanya Bank Indonesia yang bisa menentukan uang tersebut asli atau bukan. Jika setelah diperiksa lebih lanjut uang itu asli, akan diganti, jika palsu tidak diganti,"" ungkapnya.
[Gambas:Video CNN]","Senin, 23 Des 2024 20:30 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2016/03/24/10bbab18-65c2-411d-b382-b1714c92fea5_169.jpg?w=650&q=90
"Tabrak Lari Berujung Kecelakaan Beruntun di Surabaya, 1 Tewas",CNN Indonesia,"Kecelakaan beruntun melibatkan empat mobil, empat sepeda motor dan satu sepeda angin terjadi di kawasan Pakuwon hingga Jalan Kenjeran, Surabaya, Senin (23/12) sore. Satu orang dilaporkan tewas dalam kejadian ini.
Kapolsek Mulyorejo, Kompol Aspul Bakti mengatakan kejadian ini bermula saat mobil Mercedes-Benz yang dikendarai Septian Uki Wijaya (38) menabrak pengendara sepeda angin hingga tewas di wilayah Pakuwon.
""Awal mula kecelakaan ini di daerah Pakuwon, itu terjadi tabrak lari. Pengendara mobil lari (kabur) ke Jalan Kenjeran,"" kata Aspul.
Sesampainya di Jalan Kenjeran, mobil yang dikendarai pelaku kemudian menabrak sejumlah kendaraan yang terdiri dati tiga mobil dan empat sepeda motor. Kecelakaan beruntun tak terhindarkan.
""Terjadilah kecelakaan lagi, dengan beberapa kendaraan terlibat, yang salah satunya masuk sungai,"" ucapnya.

Kejadian ini mengakibatkan satu orang meninggal dunia. Sementara korban luka-luka saat ini masih dilakukan pendataan dan penanganan di rumah sakit.
""Meninggal ini ada satu yakni korban tabrak lari di Pakuwon yang mengendarai sepeda angin. Untuk korban kecelakaan di Jalan Kenjeran serta jumlah korban ini masih kita lakukan pendataan di rumah sakit,"" kata dia.
Sementara itu, pengemudi Mercedes-Benz bernama Septian saat ini sudah dibawa ke Mapolrestabes Surabaya untuk dilakukan pemeriksaan.
Dari pengakuannya ke kepolisian, Septian mengaku sedang mabuk dan dalam pengaruh minuman beralkohol saat sedang berkendara.
""Mabuk pak saya pak, dua botol. Minum beer. Maaf pak saya salah pak, saya mau tanggung jawab pak, saya tanggung jawab, apapun saya mau tanggung jawab,"" kata Septian.
Sementara itu Kasat Lantas Polrestabes Surabaya AKBP Arif Fazlurrahman mengatakan, kandungan alkohol di dalam tubuh pelaku cukup tinggi, yakni 0,77 miligram per liter.
""Ada 0,77 miligram alkohol dalam satu liter nafasnya dia. Bisa juga dikonversi menjadi 0,16 gram dalam 100 mililiter darah itu kalau rata-rata kita cek dalam pemeriksaan random di angka 0,05; 0,06; ini 0,16 itu tinggi sekali,"" kata Arif.
Dalam kadar alkohol tersebut, lanjut Arif, seseorang bisa kehilangan kendali motorik dan kesadaran mengendalikan tubuh.
""Artinya dalam kondisi tersebut atau hasil dari indikasi medisnya, dia hilang kendali motorik, hilang perilaku yang agresif, hilang kemampuan mengkoordinasikan indera-indera dia,"" tutupnya.","Senin, 23 Des 2024 20:29 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2024/12/23/tabrak-lari-berujung-kecelakaan-beruntun-di-surabaya-1-tewas-1_169.jpeg?w=650&q=90
"VIDEO: Box Office Hollywood Pekan Ini, Sonic 3 Melesat ke Puncak",CNN Indonesia,"Sonic the Hedgehog 3 berhasil mengalahkan pesaingnya, Mufasa: The Lion King, dan menduduki peringkat pertama pada pekan debut mereka.","Senin, 23 Des 2024 20:20 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2024/12/23/thumbnail-video-2_169.jpeg?w=350&q=90
"Kecelakaan Bus SMP Bogor: Truk Tak Kuat Nanjak, Mundur Tak Terkendali",CNN Indonesia,"Truk mengangkut pakan ternak yang menghantam bus rombongan pelajar SMP di di KM 77+200 A Tol Pandaan-Malang, diduga kelebihan muatan.
Hal itu diungkap Kapolres Malang AKBP Putu Kholis Aryana. Kelebihan muatan tersebut membuat truk tak kuat menanjak jalan.
""Jadi kronologinya adalah truk tidak kuat menanjak kemudian mundur sehingga tidak terkendali,"" kata Putu Kholis, Senin (23/12).
Polisi saat ini sedang melakukan penyelidikan untuk mencari tahu penyebab kecelakaan. Termasuk apakah truk itu mengalami kerusakan atau bahkan kelebihan muatan.
""Apakah ini hand remnya tidak bekerja sesuai standarnya, apakah kondisi remnya blong, ini masih kita dalami dari olah TKP,"" ucapnya.
""Ya indikasi [kelebihan] muatan bisa kita lihat, bisa kita hitung jumlah pakan ternak yang diangkut, kemudian kita lihat kapasitas kendaraan,"" tambah dia.
Akibat kejadian ini, Kholis menyebut empat orang dinyatakan meninggal dunia. Salah satunya adalah sopir bus. Sementara puluhan penumpang lainnya luka-luka.
""Setelah kita lakukan evakuasi bersama-sama tim yang bekerja ada empat yang meninggal dunia. Salah satunya adalah pengemudi dari bus Tirto Agung,"" katanya.
Belum diketahui identitas para korban. Namun rombongan yang menaiki bus itu berasal dari sebuah SMP di Bogor, Jawa Barat.
""Apabila kita melihat spanduk dari belakang bus ada tertulis rombongan dari SMP Islam Terpadu di daerah Gunung Putri Bogor. Tadi kami sudah bisa berkomunikasi dengan Bapak Kapolres Bogor dan mengonfirmasi lokasi SMP ada di Gunung Putri, Kabupaten Bogor,"" ucapnya.
Saat ini korban tewas dan korban luka-luka dirujuk RSUD Lawang, serta RSUD dr Saiful Anwar, Kota Malang.","Senin, 23 Des 2024 20:16 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2024/12/23/empat-orang-dilaporkan-meninggal-dunia-dalam-insiden-kecelakaan-bus-rombongan-siswa-smp-dengan-truk-bermuatan-di-km-77200-a-ar_169.jpeg?w=650&q=90
DJP Pastikan PPN 12 Persen Atas Transaksi QRIS Tak Ditanggung Konsumen,CNN Indonesia,"Direktorat Jenderal Pajak (DJP) Kementerian Keuangan (Kemenkeu) menegaskan pajak pertambahan nilai (PPN) 12 persen atas transaksi menggunakan Quick Response Code Indonesia Standard (QRIS) tidak akan dibebankan kepada konsumen.
Direktur Penyuluhan, Pelayanan, dan Hubungan Masyarakat DJP Dwi Astuti mengatakan PPN akan dikenakan pada Merchant Discount Rate (MDR) yakni biaya jasa yang dikenakan ke merchant atau penjual kepada Penyelenggara Jasa Pembayaran (PJP) atau provider.
""Jadi sebenarnya yang menjadi dasar untuk dilakukannya pembayaran QRIS itu adalah MDR. Jadi sebenarnya provider itu menyediakan aplikasi ini, kemudian nanti ada mekanisme antara provider dan merchantnya, nanti merchantnya yang bayar PPN berapa jasanya. Bisa jadi 0,1 atau 0,2 (persen) dari transaksi. Dan itu sebenarnya merchantnya yang bertanggung jawab dengan provider,"" katanya dalam konferensi pers, Senin (23/12).
Karena PPN atas transaksi QRIS tidak dibebankan kepada konsumen, sambung Dwi, nominal pembayaran menggunakan QRIS ataupun secara fisik akan sama.

Namun, PPN akan tetap dibebankan kepada masyarakat jika membeli barang yang tergolong kena PPN, terlepas pembayarannya dilakukan menggunakan QRIS atau secara fisik.
Misalnya Anda membeli TV seharga Rp 5 juta, maka akan dikenakan PPN sebesar Rp550 ribu. Pasalnya, barang elektronik tidak termasuk jenis barang bebas PPN.
Dengan demikian, total harga yang dibayarkan sebesar Rp5.550.000 baik membayar dengan QRIS maupun fisik.
""Kita mau bayar pakai QRIS, maupun pakai cash ya sama bayarnya Rp5.550.000,"" kata Dwi.

Dalam kesempatan sama, Dwi juga menjelaskan soal transaksi uang elektronik dan dompet digital yang dikenakan PPN 12 persen mulai 1 Januari 2025. PPN katanya dikenakan atas biaya administrasi dalam transaksi elektronik dan dompet digital.
Misalnya, A melakukan top-up e-money atau e-wallet sebesar Rp1 juta dengan biaya admin Rp1.500. Maka PPN yang dikenakan sebesar Rp180 yang didapat dari 12 persen dikali Rp1.500.
""Jadi yang dikenakan PPN itu yang Rp1.500 atas jasanya. Jadi Rp1.500 itu disebutnya biaya admin. Itu dalam istilah pajak namanya jasa,"" katanya.
Ia mengatakan biasanya biaya admin yang selama ini dikenakan sebesar Rp1.500 sudah termasuk PPN. Namun masyarakat cenderung tidak menyadari hal tersebut.

""Mungkin selama ini kenapa kalau isi e-wallet atau e-money tetap aja biayanya Rp1.500, tidak ada keterangan PPN. Nah bisa jadi biaya jasanya itu dari providernya sudah memperhitungkan PPN-nya di situ makanya biayanya tetap Rp1.500,"" katanya.
Dengan PPN yang sudah masuk dalam biaya admin, maka nominal top-up dengan yang diterima akan sama. Misalnya seperti A yang top-up Rp1 juta maka tetap akan menerima saldo Rp1 juta.
Dwi pun menjelaskan ketika bertransaksi menggunakan e-wallet tidak dikenakan PPN, termasuk saat membayar jalan tol. Ia menegaskan yang dikenakan PPN hanya saat top-up yang sudah masuk dalam biaya admin.


""Ya setiap ngisi ya Rp1.500 (biaya admin dan PPN), tapi sekali itu saja. Ketika saya tap tol kan enggak kena (PPN). Enggak ada PPN di situ,"" katanya.
Ketika ditanya kemungkinan biaya admin yang saat ini Rp1.500 naik ketika PPN naik ke 12 persen, Dwi mengatakan hal itu bukan ranah pemerintah.
""Kalau itu yang tarif Rp1.500 kan di luar kewenangan kami. Itu kan provider,"" katanya.
[Gambas:Video CNN]","Senin, 23 Des 2024 20:09 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2023/05/11/pembayaran-digital-qris-5_169.jpeg?w=650&q=90
Saudi Pernah Minta Jerman Ekstradisi Pelaku Tabrak Pasar Natal,CNN Indonesia,"Arab Saudi disebut pernah meminta Jerman memulangkan atau mengekstradisi warganya yang menjadi pelaku tabrak pasar Natal di Magdeburg, Jerman, pekan lalu, Taleb Al Abdulmohsen.
""Ada permintaan [ekstradisi],"" kata seorang sumber yang tidak mau disebutkan namanya, seperti dikutip AFP.

Selain itu, kata sumber tersebut, Saudi juga sudah pernah berulang kali memperingati Jerman akan keberadaan Al Abdulmohsen di negaranya.
Sebab, menurutnya, keberadaan pria yang bekerja sebagai psikiater tersebut kerap membahayakan warga sekitar.
Al Abdulmohsen sebelumnya sudah ditetapkan sebagai tersangka pelaku tabrak pasar Natal di Magdeburg, Jerman, pada Jumat (20/12) lalu.


Insiden yang disebut otoritas setempat sebagai serangan itu menewaskan setidaknya menyebabkan satu orang dan puluhan warga lainnya luka-luka.
""Saat ini layanan darurat mengonfirmasi angka-angka berikut: satu orang meninggal, 15 orang luka serius, 37 orang luka sedang, dan 16 orang luka ringan,"" ujar otoritas kota dalam sebuah unggahan Facebook, seperti dilansir AFP.

Abdulmohsen sendiri merupakan seorang imigran asal Arab Saudi yang berusia 50 tahun. Ia bekerja sebagai seorang psikiater di Bernburg, sebuah kota yang terletak sekitar 40 kilometer di selatan Magdeburg sejak Maret 2020.
Al Abdulmohsen dilaporkan pindah ke Jerman dari Arab Saudi pada 2006. Setelah menetap di Jerman, ia mulai berbagi saran daring kepada orang-orang lain tentang cara melarikan diri dari rezim represif di Arab Saudi dan negara-negara Teluk lainnya melalui platform wearesaudis.net yang ia dirikan.","Senin, 23 Des 2024 20:06 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2022/05/18/ilustrasi-bendera-arab-saudi_169.jpeg?w=650&q=90
Jadwal Lengkap Boxing Day 2024: Ajang Kebangkitan Dua Klub Manchester?,CNN Indonesia,"Boxing Day 2024 akan hadir pada tengah pekan ini. Laga akan dimulai dari Kamis (26/12) sampai Sabtu (28/12). Berikut jadwal boxing day liga Inggris musim ini.
Dua raksasa Liga Inggris asal Manchester, Manchester United dan Manchester City, berpeluang menggunakan momentum Boxing Day 2024 untuk bangkit dari performa buruk mereka setelah hanya meraih masing-masing dua dan satu kemenangan dalam lima pertandingan terakhir Liga Inggris.
Manchester City akan membuka tradisi Boxing Day dengan menjamu Everton di Etihad Stadium pada Kamis (26/12) pukul 19.30 WIB. Ini merupakan pengulangan dari Boxing Day tahun lalu yang berakhir dengan kemenangan 3-1 untuk The Citizens.

Tim asuhan Pep Guardiola saat ini terpuruk di peringkat ketujuh klasemen dengan koleksi 27 poin. Dalam lima laga terakhir, mereka hanya meraih satu kemenangan atas Nottingham Forest (3-0), satu hasil imbang melawan Crystal Palace (2-2), dan tiga kekalahan dari Aston Villa (1-2), Manchester United (1-2), serta Liverpool (0-2).
Sementara itu, Manchester United yang kini bertengger di posisi 13 dengan 22 poin akan menghadapi Wolves pada Jumat (27/12) pukul 00.30 WIB. The Red Devils hanya mencatatkan dua kemenangan atas Man City (2-1) dan Everton (4-0), serta tiga kekalahan saat bertemu Bournemouth (0-3), Nottingham (2-3), dan Arsenal (0-2) dalam lima pertandingan terakhir mereka.
Meski begitu, Man United memiliki catatan impresif di Boxing Day dengan 22 kemenangan dari 28 pertandingan di era Premier League. Statistik ini menjadi modal berharga bagi Ruben Amorim untuk membawa timnya bangkit melawan Wolves yang baru saja mengalahkan Leicester 3-0 setelah sebelumnya menelan empat kekalahan beruntun.
Everton yang akan menjadi lawan pembuka City datang dengan kepercayaan diri tinggi setelah berhasil menahan imbang dua klub London, Chelsea dan Arsenal, dalam dua pertandingan terakhir sebelum Boxing Day.
Selain duel kedua klub Manchester, jadwal Boxing Day 2024 juga akan dimeriahkan pertandingan menarik lainnya. Di hari yang sama dengan City vs Everton, empat pertandingan akan digelar secara bersamaan pukul 22.00 WIB, yakni Bournemouth vs Crystal Palace, Chelsea vs Fulham, Newcastle United vs Aston Villa, dan Nottingham Forest vs Tottenham Hotspur.
Liverpool akan menjamu Leicester City pada Jumat dini hari pukul 03.00 WIB, sementara Arsenal akan menghadapi tim promosi Ipswich Town pada Sabtu (28/12) pukul 03.15 WIB untuk menutup rangkaian Boxing Day tahun ini.


Boxing Day merupakan tradisi sepak bola Inggris yang telah berlangsung sejak 1860, ketika Hallam FC menjadi tuan rumah melawan Sheffield FC. Tradisi ini dulu dimainkan saat hari raya natal di tanggal 25 Desember, hingga pada akhirnya dilakukan pergeseran dan dimainkan pada hari berikutnya.
Seperti dilansir dari Diario As, Manchester United tercatat sebagai klub dengan jumlah kemenangan terbanyak dalam sejarah Boxing Day di era Premier League dengan catatan 22 kemenangan dari 28 pertandingan Boxing Day.
Tahun lalu, Boxing Day 2023 menyajikan beberapa hasil mengejutkan termasuk kekalahan Arsenal dari West Ham United dengan skor 0-2 dan kemenangan dramatis Manchester United atas Aston Villa dengan skor 3-2.
Kamis, 26 Desember 2024
Manchester City vs Everton - 19:30 WIB
Bournemouth vs Crystal Palace - 22:00 WIB
Chelsea vs Fulham - 22:00 WIB
Newcastle United vs Aston Villa - 22:00 WIB
Nottingham Forest vs Tottenham Hotspur - 22:00 WIB
Southampton vs West Ham United - 22:00 WIB
Jumat, 27 Desember 2024
Wolves vs Manchester United - 00:30 WIB
Liverpool vs Leicester City - 03:00 WIB
Sabtu, 28 Desember 2024
Brighton vs Brentford - 02:30 WIB
Arsenal vs Ipswich Town - 03:15 WIB

[Gambas:Video CNN]","Senin, 23 Des 2024 20:05 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2024/12/16/manchester-city-vs-manchester-united-7_169.jpeg?w=650&q=90
"Heboh Pabrik Uang Palsu di UIN Makassar, Begini Cara Cek Rupiah Asli",CNN Indonesia,"Kepolisian membongkar praktik produksi uang palsu di lingkungan kampus Universitas Islam Negeri (UIN) Alauddin Makassar, Kabupaten Gowa, Sulawesi Selatan.
Dalam kasus ini, polisi menangkap 17 orang dan menyita barang bukti uang palsu senilai triliunan rupiah, termasuk sejumlah mata uang asing.
""Barang bukti yang nilainya triliun, contoh mata uang rupiah emisi 2016 sebanyak 4.554 lembar pecahan 100 ribu, kemudian mata uang emisi 99 sebanyak 6 lembar 100 ribu, juga ada 234 lembar pecahan 100 ribu dan belum terpotong. Jadi ada bentuk lembaran nanti dipotong-potong,"" ujar Kapolda Sulsel, Irjen Pol Yudhiawan Wibisono, saat memberikan keterangan di Polres Gowa, Kamis (19/12).
Selain uang rupiah palsu, Yudhiawan menyebut polisi juga menemukan uang palsu dalam bentuk mata uang asing, seperti mata uang Korea Selatan dan Vietnam.

""Mata uang Korea satu lembar sebesar 5000 won, ada mata uang Vietnam sebanyak 111 lembar sebanyak 500 dong, dan ada mata uang rupiah 2 lembar dengan pecahan 1000 emisi tahun 64, ada mata uang 100 ribu emisi 2016 sebanyak 234 lembar,"" jelasnya.
Merujuk pada Pedoman yang disiarkan Bank Indonesia lewat situs resminya, rumus 3D, yakni dilihat, diraba, diterawang merupakan cara untuk mengenali ciri uang rupiah asli yang dapat dilakukan dengan mengandalkan indera peraba dan penglihatan.
1. Dilihat
- Benang pengaman terlihat seperti dianyam pada uang pecahan Rp100 ribu, Rp50 ribu, dan Rp20 ribu. - Pecahan Rp100 ribu dan Rp50 ribu memiliki warna yang berubah saat dilihat dari sudut tertentu. - Gambar pahlawan hadir pada semua pecahan uang kertas. - Bila diterawangkan ke arah cahaya, maka akan terlihat electrotype berupa logo BI dan ornamen tertentu.


2. Diraba
- Terdapat tekstur kasar pada gambar utama, lambang negara Garuda Pancasila, angka nominal, huruf terbilang, frasa ""Negara Kesatuan Republik Indonesia,"" dan tulisan ""Bank Indonesia."" - Garis-garis di sisi kanan dan kiri uang terasa kasar saat diraba.
3. Diterawang
- Terlihat tanda air (watermark) berupa gambar pahlawan pada semua pecahan uang kertas. - Logo Bank Indonesia dengan desain saling isi (rectoverso) terlihat utuh jika diterawang ke arah cahaya.
[Gambas:Video CNN]","Senin, 23 Des 2024 19:33 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2014/11/25/2cc2065f-d66e-49f5-8cdc-6474ad49537d_169.jpg?w=650&q=90
Jadwal Timnas Indonesia: Dari Piala AFF ke Kualifikasi Piala Dunia,CNN Indonesia,"Setelah gagal lolos ke semifinal Piala AFF 2024, Timnas Indonesia akan fokus menatap Kualifikasi Piala Dunia 2026 pada 2025.
Timnas Indonesia gagal ke semifinal setelah kalah 0-1 dari Filipina. Kekalahan ini membuat tim asuhan Shin Tae Yong menempati peringkat ketiga Grup B dengan empat poin.
Pada 2025, Indonesia sudah ditunggu empat jadwal pertandingan. Keempat pertandingan itu adalah lanjutan fase ketiga Kualifikasi Piala Dunia 2026 untuk zona Asia.
Lawan yang akan dihadapi adalah Australia (20/3), Bahrain (25/3), China (5/6), dan Jepang (10/6). Pertandingan melawan Bahrain dan China akan berlangsung di Jakarta.
Situasinya saat ini Indonesia menempati peringkat ketiga Grup C dengan enam poin. Sejatinya poin Indonesia dengan Arab, Bahrain, dan China sama, tetapi unggul selisih gol.
Artinya pula kans semua Grup C masih sama besarnya untuk lolos langsung ke putaran final Piala Dunia 2026. Hanya Jepang yang di atas kertas hampir pasti lolos.
Jika Jepang lolos sebagai juara Grup C, maka lima tim lainnya bertarung untuk status runner up Grup C. Peluang untuk mencapai itu sangat terbuka.


Dari empat pertandingan tersisa yang akan dihadapi Indonesia, hanya laga melawan Jepang yang dianggap paling berat. Sisanya, berpeluang meraih poin penuh.
Bila skema itu yang dicapai, Indonesia bisa meraih sembilan poin dari empat laga. Kalau ini tercapai, skuad Garuda sangat punya potensi lolos langsung ke putaran final.
Namun, satu yang pasti, dua pertandingan kandang, harus dimenangkan. Laga melawan Bahrain dan China harus dimanfaatkan untuk meraih enam poin di kandang.
20/3/2025: Australia vs Indonesia25/3/2025: Indonesia vs Bahrain5/6/2025: Indonesia vs China10/6/2025: Jepang vs Indonesia

[Gambas:Video CNN]","Senin, 23 Des 2024 19:32 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2024/11/19/timnas-indonesia-melawan-arab-saudi-14_169.jpeg?w=650&q=90
Toyota Innova Zenix Pimpin Pasar Mobil Hybrid 2024,CNN Indonesia,"Kendaraan elektrifikasi jenis hybrid kian diminati masyarakat di Indonesia. Penjualannya sepanjang 2024 tembus puluhan ribu unit dan dipimpin oleh Toyota Kijang Innova Zenix Hybrid.
Berdasarkan data Gabungan Industri Kendaraan Bermotor Indonesia (Gaikindo), penjualan mobil hybrid tercatat lebih dari 49 ribu unit sepanjang Januari-November 2024.
Sedangkan wholesales secara keseluruhan mulai Januari-November 2024 tembus 784.788 unit. Setidaknya porsi penjualan mobil hybrid 6 persen dari total penjualan domestik.

Mobil hybrid yang paling laris terjual di Indonesia dipimpin oleh Toyota lewat Innova Zenix Hybrid dengan torehan penjualan 24.353 unit sepanjang Januari-November 2025.
Kemudian di posisi kedua ditempati oleh Suzuki XL7 hybrid yang berhasil terjual sebanyak 8.782 unit, sedangkan ketiga disusul Yaris Cross Hybrid sekitar 3.764 unit.
Pada posisi keempat dan kelima ditempati oleh Suzuki Ertiga Hybrid sebanyak 3.581 unit dan Toyota Alphard Hybrid 3.485 unit.

Penjualan mobil hybrid selama Januari - November 2024:
1. Toyota Kijang Innova Zenix Hybrid: 24.353 unit2. Suzuki XL7 Hybrid: 8.782 unit3. Toyota Yaris Cross Hybrid: 3.764 unit4. Suzuki Ertiga Hybrid: 3.581 unit5. Toyota Alphard Hybrid: 3.485 unit6. Honda CR-V e:HEV: 2.225 unit7. Lexus LM350h: 1.391 unit8. Lexus RX 350h: 606 unit9. Wuling Almaz Hybrid: 496 unit10. Toyota Vellfire Hybrid: 470 unit.
[Gambas:Video CNN]","Senin, 23 Des 2024 19:31 WIB",2024-12-23 21:36:29,https://akcdn.detik.net.id/visual/2024/07/18/suasana-pameran-automotif-gaikindo-indonesia-internasional-auto-show-giias-2024-1_169.jpeg?w=650&q=90
