index,product_id,title,description,price,currency,availability
18,311062347,1 qt. #M400-5 Baby Spinach Satin Enamel Exterior Paint & Primer,"BEHR PREMIUM PLUS Exterior Paint & Primer is a 100% Acrylic, low VOC formula designed for a long-lasting finish that resists moisture, fading & stains and provides a mildew and corrosion resistant finish. It delivers exceptional hide and excellent touch-up while also providing comprehensive all-climate protection.",17.98,USD,InStock
19,314075746,10 in. x 4 in. x 16 ft. 3-Sided (U-Beam) Pecky Cypress Burnished Honey Dew Faux Wood Ceiling Beam,"Our faux wood beams capture the rustic nature of authentic timber at a fraction of the cost and installation time. These hand-painted, lightweight high-density polyurethane beams are simple to install over a wood block securely attached to a ceiling, wall or doorway. Our hand-crafted beams offer a green alternative to hard-to-find real timber, with unmatched authentic wood look. Our beams boast deep, detailed wood textures molded from real wood, and our custom finishes offer limitless possibilities, enabling you to choose just the right color and texture for your home. Enjoy high-end style, at an affordable cost.",799.96,USD,InStock
20,313642304,5-Drawer Sandra Cream Storage Chest,"Versatile farmhouse style meets a subtle design to round out this five-drawer chest, a clean lined addition to any aesthetic. Its scalloped details add a dash of dimension to your decor whether in the master bedroom, kid's room, play area, kitchen, bathroom or laundry room. Compact design is suited for empty corners or small-scale spaces alike, so it is truly a go anywhere organizing gem. Five equal sized drawers are ready to tuck away clothes, linens or virtually anything you can think of.",263.38,USD,InStock
21,316373493,Whimsicle Blue Multicolor 2 ft. x 8 ft. Geometric Contemporary Runner Rug,"In true bohemian style, the Whimsicle Collection boasts an eclectic mix of tribal inspired, geometric, and classic floral motifs. Purposefully distressed vintage patinas in neutral, of-the-moment palettes make any Whimsicle Collection rug a versatile foundation for any style of decor. These expertly crafted low-profile area rugs are machine made of soft polyester for a seamless fit in your living room, bedroom, dining room, or home office. This modern area rug from the Whimsicle Collection adds a unique touch to your surroundings. An artistically inspired half tone technique in blue and ivory multicolor creates a sophisticated foundation for contemporary styles of decor. Machine made of soft polyester with a low profile for a seamless fit under your sofa, dining room table, or near areas that need door clearance.",33.47,USD,InStock
22,314428609,PrimeChime Plus 2 Video Compatible Wired Door Bell Chime Kit with White Stucco Button,"NICOR's New PrimeChime Plus 2 (PRCP2) combines all the popular features of the original PrimeChime Plus now with expanded Smart Home Video Doorbell compatibility (see compatibility list). The PrimeChime Plus 2 features line voltage and low voltage together into a single unit with a built-in transformer. This makes installation clear and simple. The recessed chime hub features a matte white, snap-on faceplate that can be painted for a truly customized look to match your home's interior. The PrimeChime Plus 2 can be wired to two separate doorways, each with their own unique chime tone so you always know which door to answer. Have more entrances? Two units can be linked together to cover additional doorways and provide additional audio coverage in larger homes. This PrimeChime Plus 2 kit includes 1 lighted stucco button and 2 standard lighted buttons. Additional decorative and stucco buttons are also available in a variety of colors to match your home's exterior. This kit includes mounting hardware, installation instructions, and a 1-year warranty from NICOR.",65.79,USD,InStock
23,313164487,Radiator,"DENSO is a leading supplier of radiators to OE car makers around the world. DENSO's OE experience and know-how ensure its products provide unmatched performance, reliability and fitment. Radiator performance is essential for proper engine cooling and function. DENSO's radiator configurations, tanks, fin pitch, core dimensions and materials meet OE manufacturer's rigid standards. All DENSO radiators pass its strict durability and function tests. As the result, DENSO radiators deliver reliable performance even under the most demanding conditions.",210.99,USD,InStock
24,206014950,5-gal. #HDGO64U Classic Ivory Semi-Gloss Latex Exterior Paint,"The Glidden 5-gal. Semi-Gloss Latex Exterior Paint is ideal for application on all exterior siding, trim, doors, shutters and fences. The 100% acrylic latex base resists color fading and other damage caused by UV rays and severe weather conditions. The mildew-resistant coating can be applied in temperatures as low as 35° F, allowing you an extended painting season.",135,USD,InStock
25,316690062,58.25 in. x 67 in. Frameless Pivot Wall Hinged Shower Bath Door,"A Glass Warehouse frameless shower door can instantly make your bathroom look bigger and brighter, adding a fresh and modern feel yet having the versatility to complement any bathroom style. The GW range of frameless shower doors come with exceptional high quality brass fittings in a variety of beautiful finishes. The added advantage and beauty of a GW glass shower door over our competitors is the 78 in. height. This is the standard height for all our panels, adding unmatched style and extra value to your frameless shower door purchase. GW glass exceeds the American and International Standard codes. All GW shower doors are coated with the revolutionary invisible treatment - EnduroShield. This treatment repels water, soap scum and grime, helping to reduce cleaning time by up to 90%. Glass Warehouse is proud to present you quality products which will endure the test of time and we know you will love.",568.29,USD,InStock
26,204904043,5 gal. #W-B-320 White Corn Extra Durable Satin Enamel Interior Paint & Primer,"BEHR ULTRA SCUFF DEFENSE Stain-Blocking Paint and Primer* is an interior paint that's too tough to scuff and sets a new standard for paint durability. BEHR ULTRA SCUFF DEFENSE features breakthrough innovation to deliver a rich finish that is truly durable enough for high-traffic areas.This lush, versatile sheen creates a pearl-like appearance that's ideal for the walls but also for trim, doors, cabinets and indoor furniture. Don't settle or compromise between the look you desire and higher level of durability you require. *A PRIMER COAT MAY BE NEEDED ON SOME SURFACES. SEE BACK LABEL FOR DETAILS.",185,USD,InStock
27,306858564,18 oz. Clear Hand Blown Recycled Glass Water Goblet (Set of 6),"Add modern elegance with this Hand-Blown Wine 8 fl. oz. 9 in x 9 in x 9 in Glass with Amber Rim Set of 6. This stemware holds 8 oz. of your favorite wine. Hand-blown in Columbia with recycled windshield glass, each glass with occasionally have bubbles which add character and individuality to each piece! Each glass rims and stems are a luscious amber color.",107.95,USD,InStock
28,302775352,"ONE+ 18V 6 Gal. Cordless Wet/Dry Vacuum (Tool Only) with Hose, Crevice Tool, Floor Nozzle and Extension Wand","RYOBI introduces the ONE+ 6 Gal. Wet/Dry Vacuum. Now, you can experience the corded performance with cordless convenience. This vacuum has a powerful 80 CFM. The multi-size no-tip wheel design and 360 degree mobility keeps your vacuum balanced when rolling over cords and thresholds. On-board accessory storage conveniently holds your crevice tool, floor nozzle and extension wands, while the hose dock provides a simple solution to storing your hose when not in use. Multiple carrying handles allow for easy carrying and the removable top makes emptying dust, debris and liquids quick and mess-free. The compact design allows for space-saving storage when not in use. Replacement filters are sold separately with a model number of A32RF01N. Best of all, this kit is part of the RYOBI ONE+ System of over 225 Cordless Tools that all work on the same battery platform. Backed by the RYOBI 3-Year Manufacturer's Warranty, the ONE+ 6 Gal. Wet/Dry Vacuum includes a 7 ft. x 1-7/8 in. hose, a crevice tool, a floor nozzle, a cartridge style filter, two extension wands, and an operator's manual. Battery and charger sold separately.",99,USD,InStock
29,316343048,Ascension by Cap Pannell Country Poster and Print 54 in. x 54 in.,"Bring some larger-than-life style into your space with this Giant Art Canvas Print. Rendered on exquisite, eco-friendly materials with fade resistant archival inks, your bold canvas will makes a dramatic statement in any space. The unique ready to assemble stretching system includes instructions and all the hardware you'll need to display this enormous art print anywhere in your home. The high quality canvas lends the piece a real gallery feel, offering an immense artwork without compromising on quality. Note: Because of the huge dimensions, prints do not ship pre-assembled. The canvas will arrive rolled up with ready to assemble stretcher bars included. Archival light-fade resistant inks. Mirror edge over 1.5 in. deep aluminium stretcher bars. Includes a patented ready to assemble stretching system and hardware to mount.",343.63,USD,InStock
30,309693663,1 qt. Bermuda Sand PPG1074-3 Flat Interior Latex Paint,"This Glidden Exterior Latex Paint can be tinted to create a durable exterior paint in whatever color you prefer. It has a fade-resistant, 100% acrylic-latex formula that's great for application on exterior siding, brick, masonry and stucco. It offers protection against UV rays, mildew and severe weather conditions.",9.98,USD,InStock
31,310318239,3/4 in. x 5 in. x 10 in. PVC Standard Foster Plinth Block Moulding with Square Edge,"Upgrade your trim quickly and easily with professional looking results. Use our plinth blocks as a decorative addition to any doorway moulding and casing. Used as a transition piece or base block, they are easy to install and create a professional finished look.",7.9,USD,InStock
32,203775447,12 in. Balsam Fir Classic Christmas Fresh Kissing Ball Arrangement : Multiple Ship Weeks Available,"Fresh Maine balsam fashioned into a hanging ball. Decorated with faux holly berries, real pinecones, and a red, hand-tied, weatherproof, velveteen bow, with ribbon tails. The Christmas ball comes with a metal looped chain perfect for hanging.",26.98,USD,InStock
33,308219158,1 gal. #N210-6 Swiss Brown Eggshell Enamel Interior Paint & Primer,"Love your space like never before with the high-performance formulation of BEHR MARQUEE Interior Paint. This advanced stain-blocking paint & primer provides long-lasting beauty with exceptional durability and stain resistance. Your walls will stay looking fresh and beautiful year after year – backed by a Lifetime Limited Warranty, see back label for details.  A primer coat may be needed on some surfaces. See back label for details.",45.98,USD,InStock
34,312565925,Double Strawberry' Framed Food Art Print 19 in. x 13 in.,"Make any space in your home innovative and unique by adding this Modern and Contemporary art piece made by real artists. With an overarching Pink color and Painted texture that will add a dynamic feel to your home decor. This Food and Beverage wall decor is printed using ultra-premium and fade resistant inks to guarantee high definition and vivid colors. Each piece is professionally hand framed in a 1.2 in. white frame and finishes with premium non-glare plexiglass. Our wall art is carefully wrapped with a layer of shrink-wrap that protects the surface and then wrapped with heavy-duty bubble wrap, ensuring its safe arrival to its new home. This Food and Cuisine art print is the perfect finishing touch to your home decor theme.",30.31,USD,InStock
35,301092379,Hercules Lesley Series Contemporary White Leather Chair with Encasing Frame,"Your office reception space speaks to who your are as a company and this white LeatherSoft upholstered chair with encasing frame makes quite a statement. This trendsetting piece features a straight arm design and foam filled, tufted, fixed back and seat cushion for exceptional comfort. LeatherSoft is leather and polyurethane for added softness and durability. The integrated stainless steel frame and exposed accent bar not only add style, they are rust resistant and will keep up with the rigors of commercial use. Make a great impression on your clients, customers, and guests with this innovative contemporary chair. This progressive style seating brings comfort and trend-setting style to your waiting room, reception area or home.",752.36,USD,InStock
36,202607231,6 in. x 4 in. x 9 in. Alder Arts and Crafts Corbel,"Enjoy the warmth and beauty of authentic hand-carved hardwood brackets and corbels. With the proper installation, our wood brackets and corbels can support up to 250lbs, which gives you the flexibility to use in decorative applications or load bearing. Available in a variety of wood species, including paint grade, these brackets and corbels are sure to suit any project needs.  They arrive sanded and ready for paint or stain.",45.59,USD,InStock
37,300241519,New White Power Nozzle Designed to Fit All Brands of Vacuums,"New power nozzle Designed by GV for all Central vacuum units. This is a high end power nozzle with 6 levels of height adjustment, on/off switch, LED Lights, reset, rubber bumper to protect walls and viewing window so you can keep brush roll clean. The height adjustment allows you to easily transition from any hard floor surface to the thickest carpet. Led lights take low amount of power and are long lasting. Reset switch ensures longevity of your head by turning the motor off if the head becomes overworked or clogged. Fits any central vacuum system that has a 2 round prong cord. Fits most systems: Beam, Electrolux, Hayden, Nutone, Aggressor, AirVac, Eureka, Honeywell, Hoover, Royal and more. If your power nozzle/head DOES NOT have a cord coming out of the back, then this WILL NOT fit your current system.",109.99,USD,InStock
38,318090111,Designer Series Melvern Storm Gray 0.75 in. x 30 in. x 12 in. Melvern Decorative End Panel,"Hampton Bay designer series decorative end panel is designed to help add a finished look to your kitchen cabinetry. The finish is designed to match your kitchen decor. Bring a decorative touch to your kitchen wall cabinet by finishing it with a matching end panel. With Hampton Bay designer series accessories, you can personalize your space, add designer touches, and personalize your space with affordable custom elements that only look expensive.",54.57,USD,InStock
39,307415528,Quartz Yellow Paper Strippable Roll (Covers 57 sq. ft.),"An amazing retro inspired geometric design that is sure to create that on-trend look. With two intertwining geometric designs in a yellow and grey colorway, it's perfect for a feature wall. Ideal for any home and would suit bedrooms, hallways and living rooms.",18.15,USD,InStock
40,204873105,1 gal. #110B-6 Cran Brook Semi-Gloss Enamel Low Odor Interior Paint & Primer,"BEHR PREMIUM PLUS Interior Paint & Primer offers exceptional durability and hide with a finish that resists mildew and stains. In addition, you'll enjoy the benefits of a low odor paint. PREMIUM PLUS is highly ranked by independent 3rd party labs and meets LEED and GREENGUARD GOLD requirements.",33.98,USD,InStock
41,315865059,"8 in. x 8 in. x 5 ft. Rough Cedar Faux Wood Beam Fireplace Mantel, Burnished Pine","Our faux wood mantels capture the rustic nature of authentic beams at a fraction of the cost and installation time. These hand-painted, lightweight composite mantels are simple to install over a wood block securely attached to studs in any fireplace or wall. You can also use them as a functional piece of art or a beautiful floating shelf.",496.25,USD,InStock
42,309131077,"24 in. x 30 in. ""Bright Colored Painting Girls Reading at the Beach"" by Patti Mollica Framed Wall Art","First came wood, then came canvas, and now we introduce our 'Framed Giclee Textured Wall Art. We start with a giclee lithograph mounted on wood, and finish it with a texturized brush stroke finish. We didn't stop there though as we fit it within a 1.5 in. thick ebony wood grain frame to add depth and dimension. Ready to hang.",73.91,USD,InStock
43,308669798,24 in. x 24 in. x 1/8 in. Thick Acrylic Orange 2119 Sheet,"Falken Design Acrylic has many benefiting characteristics like glossy surface, weather resistance, sturdy, durable, light weight, thermoplastic and innovative. Acrylic is lighter and stronger alternative to glass. It is easier to fabricate than glass. It is suitable for a wide range of products: sign boards, lighting, aquarium, shades, furniture.",28.79,USD,InStock
44,310098813,Mini 1-Light Antique Bronze Indoor/Outdoor Lamp/Lantern Wall Mount/Wall Sconce with Clear Cylindrical Glass,"This indoor or outdoor antique bronze lamp/lantern wall mount or wall sconce features clear cylindrical glass. Enjoy this piece's sleek, modern design. Perfect for many indoor or outdoor areas. Enjoy rain or shine conveniently suitable for wet locations. Beautifully finished in a sophisticated antique bronze.",99,USD,InStock
45,303500856,Belmore 30.25 in. to 31.25 in. x 72 in. Frameless Hinged Shower Door in Chrome,"The Belmore Frameless Hinged Shower Door provides universal sophistication and quality craftsmanship to your bathroom's decor. Available in a vast array of sizes, the Belmore is designed to meet the solution of uneven walls with its inline wall channel providing up to 1 in. out-of-plumb adjustment. The Belmore comes ready to install and will breathe new life into your existing bathroom's interior. Its StarCast by EnduroShield coated premium clear 3/8 in. tempered safety glass; tested and certified to ANSI Z97.1 Standard, hardware constructed of durable stainless steel and leak-seal edge strips make the Belmore a smart, stylish solution to your existing alcove. A perfect door with a perfect fit, only from Aston. Shower base not available.",584.95,USD,InStock
46,303600565,ZTE Maven 2/ Avid Trio Air Cushion Case in Clear,"The REIKO refined air cushion case are designed into a streamline, one-piece construction. Made from two formidable materials molded together for dependable shock-absorption, unique, sleek design with raised edges forms the ultimate slim protection and keeps the features of your device accessible at all times. Ultra flexible back panel with air cushion absorbs and dissipates all impact force, preserving the natural beauty of your device. Pocket ready, designed in New York. This case is for ZTE Maven 2/ Avid Trio.",15.37,USD,InStock
47,204799154,1 in. x 3/4 in. NPT x MPT 1-1/4 in. Galvanized Steel Pipe x 3 ft. Bury Y2 Auto Drain Backflow Protected Yard Hydrant,"The Woodford Model Y2 (Orange Head) 1 in. NPT variable-flow yard hydrant is immediate-flowing, even in sub-zero conditions, and is made in the USA. Includes a Nidel Model 50HF double-check backflow preventer. The adjustable linkage provides easy and positive adjustment of the lever lock tension. A rod guide eliminates side pull on the rod, reducing wear on the packing, packing nut and the stem. The one piece variable-flow plunger and the large cushion type seal for long life, assuring shut-off, even when foreign particles are present in the water line. The flow finder and lock automatically sets the same flow each time or can be locked against accidental opening. And the Y2 automatically drains when shut-off.",270.62,USD,InStock
48,314272288,Fluted Square 3 in. (76 mm) Champagne Bronze Drawer Pull,"The Fluted Square collection from Liberty brings a dynamic movement to your cabinetry with its subtle texturing. The fluting details are complimented by the classic champagne bronze tone adding flair and balance to your kitchen or bathroom. Update your cabinetry easily by adding the Fluted Square collection, square cabinet knob, elongated T knob and additional pull lengths available as well.",6.15,USD,InStock
49,311927965,Flat Cloth 47 in. x 23 in. x 1 in. Cosmopolitan Full Set Seat Covers,"Protect your car seats and preserve their lifespan with these beautifully designed covers. Striped panels frame the center of our super soft fabric to upgrade the look of your interior while keeping things simple and uncluttered. 3 mm of breathable foam padding keeps you cool and comfortable, even on the hottest summer days. Comes with a bonus silicone dash mat in black.",40.77,USD,InStock
50,310940511,1 qt. #640A-1 Soft Iris Flat Exterior Paint & Primer,"BEHR PREMIUM PLUS Exterior Paint & Primer is a 100% Acrylic, low VOC formula designed for a long-lasting finish that resists moisture, fading & stains and provides a mildew and corrosion resistant finish. It delivers exceptional hide and excellent touch-up while also providing comprehensive all-climate protection.",16.98,USD,InStock
51,314383698,4 ft. x 144 ft. Grey Privacy Fence Screen HDPE Mesh Windscreen with Reinforced Grommets for Garden Fence (Custom Size),"Tired of your neighbor's dog barking at your kids or your neighbor spying on you. Protect your privacy with COLOURTREE Privacy Fence Screens, built with care and made of 170 GSM 100% non-recycled high-density polyethylene (HDPE), reinforced stitched edges with black bindings and durable anti-rust brass grommets. Our fence screens are proven to hold up strong through wind, sun and rain while providing 90% visibility and 93% UV blockage. Installation is simple with zip ties and a generous amount of grommets to keep a tight fit. Our wide variety of colors and sizes are ideal for both residential and industrial fences, providing style and privacy to your backyard, patio, tennis court, pool, construction project, park, etc.",241.41,USD,InStock
52,315143732,Irenea Tan/Ivory 7 ft. 10 in. x 11 ft. 1 in. Medallion Area Rug,"Inspired by the vintage perfection of sun-bathed Turkish designs, the Myriad collection is warm and inviting with faded yet moody hues. The Irenea rug boasts an elegantly distressed, ornate medallion in tones of tan, ivory, pink, and blue with ivory fringe trim for added texture and antique allure. This power-loomed rug features a plush and durable blend of polyester and polypropylene, lending the ideal accent to high-traffic spaces.",670,USD,InStock
53,314565295,8 oz. #P140-7 No More Drama Satin Enamel Interior/Exterior Paint & Primer Color Sample,"The BEHR PREMIUM PLUS 8 oz. Interior/Exterior Paint Sample lets you try a color before you buy it. This sample is 100% acrylic latex paint that provides a long-lasting, tough finish. For a true idea of whole-room coverage this sample can be tested on almost any interior or exterior surface and covers up to 16 sq. ft.",3.98,USD,InStock
54,318992795,"36 in. x 84 in. Dark Brown Painted Wood Sliding Door with Hardware Kit, Pre-Drilled Ready to Assemble","The Akicon Wood Barn Door combination contains everything needed to transform any doorway to a stylish transition between spaces, the rustic steel hardware and pine barn door are the intersections of style and functionality, perfect for bedrooms, kitchens, office, dining rooms and many more settings, we proudly make Akicon Barn doors and offer the most popular American farmhouse styles and many size options. It's easy to assemble Paneled Wood Stained Barn Door takes minutes to put together. Akicon Barn doors are designed to be easy Do-It-Yourself projects, so customers can build one of a kind barn door at a budget-friendly price. You are not only buying a barn door from us but also bringing home a piece of natural artwork.",429.99,USD,InStock
55,314298512,Avalon Towel Ring in Tuscan Bronze,"Time Honored Qualities such as elegance, tradition and symmetry have been gracefully reflected in the Avalon Bath Collection. With smooth and sleek curves reminiscent of a seaside escape, it's no wonder the Avalon Collection is the perfect complement to any bath. We've made coordinating the look of your entire home as easy as asking for the Avalon Collection.",40.99,USD,InStock
56,303846447,57-Piece Gold Border Porcelain Dinnerware Set,"Entertaining is made easy with this complete dining set in one box. This dinnerware set from Lorren Home Trends is made of fine and durable porcelain, complete with serving pieces. Elegant and attractive dinnerware set, perfect for everyday use or a holiday gathering. This set features an elegant and modern cris cross gold design border. Set Includes: 8-10.5 in. Dinner Plates, 8-8.5 in. Soup Bowl, 8-7.5 in. Salad/bread and butter dishes, 8-8 oz. Cups, 8-Saucers, 8-5.5 in. Fruit or Dessert bowls, 1-14 in. Oval Platter, 1-9 in. Serving Bowl, 1-Salt and Pepper set, 1-Teapot with lid, 1-Creamer and 1-Sugar Bowl with lid. Dishwasher safe dinnerware.",175.22,USD,InStock
57,315714666,1/2 in. Drive 1-1/4 in. Deep 6-Point Impact Socket,Husky 1/2 in. drive Impact Sockets are manufactured from chrome molybdenum alloy steel and designed to withstand rigors of heavy-duty use. Size markings have been hard stamped into the sockets for quick and easy identification that will never wear away. Each socket features chamfered lead-ins on both ends allowing for easy attachment to drive tools and placement onto fasteners.,9.97,USD,InStock
58,311033905,1 qt. #MQ2-4 Butterscotch Amber Extra Durable Satin Enamel Interior Paint & Primer,"BEHR ULTRA SCUFF DEFENSE Stain-Blocking Paint and Primer* is an interior paint that's too tough to scuff and sets a new standard for paint durability. BEHR ULTRA SCUFF DEFENSE features breakthrough innovation to deliver a rich finish that is truly durable enough for high-traffic areas.This lush, versatile sheen creates a pearl-like appearance that's ideal for the walls but also for trim, doors, cabinets and indoor furniture. Don't settle or compromise between the look you desire and higher level of durability you require. *A PRIMER COAT MAY BE NEEDED ON SOME SURFACES. SEE BACK LABEL FOR DETAILS.",17.48,USD,InStock
